,Category,Message,Number of exclamations,Question Marks,words,STOP WORDS,NUMBER OF STOP WORDS,DATE,ORG,CARDINAL,LOC,GPE,EVENT,MONEY,number of dates,number of Cardinals,number of financial Terms,number of Times,ADJECTIVES,Number of ADJECTIVES,INTERJECTION,Number of INTERJECTION,NOUNS,Number of NOUNS,Verbs,Number of Verbs,WHwords,Number of WHwords,Foreign word,Number of Foreign word,Foreign Word,Number of digits
355,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1,1,26,"['a', 'if', 'which', 'in', 'to']",5,0,0,0,0,0,0,0,2,0,1,0,"['top', '£1.50']",2,[],0,"['Sunshine', 'Quiz', 'Wkly', 'Q', 'Win', 'Sony', 'DVD', 'player', 'u', 'country', 'Liverpool', 'mid', 'week', 'Txt', 'ansr', 'SP', 'Tyrone']",17,"['know', 'played']",2,[],0,[],0,,8
356,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,0,0,28,"['there', 'to', 'to', 'a', 'a', 'of', 'to']",7,0,0,0,0,0,0,0,2,3,1,0,"['r', 'weekly', '£250', 'yr']",4,[],0,"['Knock', 'Knock', 'Txt', 'draw', 'gift', 'store', 'choice', 'T', 'Cs', 'age16']",10,"['enter', 'www.tkls.com', 'stoptxtstop£1.50/week']",3,['whose'],1,['whose'],1,,15
357,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,0,0,27,"['from', 'this', 'is', 'your', 'have', 'on', 'to', 'your', 'and']",9,0,0,0,0,0,0,0,1,1,0,0,[],0,[],0,"['<', '>', 'Hi', 'Mailbox', 'Messaging', 'SMS', 'alert', 'matches', 'Please', 'messages', 'matches']",11,"['Forwarded', 'is', 'have', 'call', 'retrieve', 'cc100p/min']",6,[],0,[],0,,24
358,spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",0,0,18,"['just', 'to', 'a', 'only']",4,0,0,0,0,0,0,0,1,1,1,0,"['FREE', 'new']",2,[],0,"['RING', 'TONE', 'POLYS', 'week', 'tone', '£1.50/wk']",6,['get'],1,[],0,[],0,,21
359,spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",4,0,26,"['a', 'on', 'is', 'the', 'to']",5,0,0,0,0,0,0,0,0,1,1,0,"['mobile', '077xxx', '2nd']",3,[],0,"['URGENT', '£2,000', 'Bonus', 'Caller', 'Prize', 'attempt', 'ASAP', 'BOX97N7QP']",8,"['WON', 'is', 'reach', 'Call']",4,[],0,[],0,,31
360,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",2,0,25,"['are', 'the', 'a', 'or', 'a', 'to']",6,0,0,0,0,0,0,0,0,2,1,0,"['latest', '£500']",2,[],0,"['Nokia', 'Phone', 'iPod', 'MP3', 'player', 'prize', 'Txt', 'word', 'COLLECT', 'IBHltd', 'LdnW15H']",11,"['are', 'guaranteed']",2,[],0,[],0,,18
361,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",0,2,29,"['how', 'are', 'you', 'to', 'have', 'a', 'why', 'you', 'me', 'what', 'you', 'and', 'what', 'you', 'are', 'in', 'to']",17,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Hello', 'today', 'chat', 'dont']",4,"['darling', 'are', 'love', 'have', 'tell', 'look', 'are', 'sexy']",8,"['what', 'what']",2,"['what', 'what']",2,,0
362,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,0,32,"['for', 'just', 'to', 'and']",4,0,0,0,0,0,0,0,2,2,0,0,"['ur', 'ur']",2,[],0,"['FREE', 'week', 'No1', 'Nokia', 'mob', 'week', 'NOKIA', 'Get', 'mates', 'POBox', 'W4', 'norm']",12,"['tone', 'txting', 'tell', 'www.getzed.co.uk']",4,[],0,[],0,,23
363,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,1,2,28,"['to', 'the', 'to', 'now']",4,0,0,0,0,0,0,0,0,0,1,0,"['laid', 'Want', 'real', 'direct', 'largest']",5,[],0,"['Wan', 'locations', 'mobile', 'UK', 'Network', 'Txt', 'PARK', 'Nyt', 'ec2a', '£1.50/msg']",10,"['get', 'Dogging', 'sent', 'ur', 'Join', 'Dogging']",6,[],0,[],0,,11
364,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,0,0,25,"['we', 'to', 'you', 're', 'your', 'to', 'our', 'of', 'a', 'and', 'or', 'for']",12,0,0,0,0,0,0,0,0,0,0,0,"['new', 'nokia']",2,[],0,"['response', 'offer', 'fone', 'camcorder', 'reply', 'delivery']",6,"['tried', 'contact', 're', 'hit', 'call']",5,[],0,[],0,,11
365,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",0,0,20,['on'],1,0,0,0,0,0,0,0,1,2,0,0,"['follow', 'next']",2,[],0,"['New', 'Tones', 'week', 'McFly-All', 'Ab', '..', 'Sara', 'Jorge-Shock', '..', '..', 'order', 'instructions', 'message']",13,"['include', 'Smith-Switch']",2,[],0,[],0,,3
366,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,0,28,"['are', 'to', 'that', 'you', 'have', 'won', 'a', 'from', 'only']",9,0,0,0,0,0,0,0,1,1,1,0,['£800'],1,[],0,"['URGENT', 'U.', 'Todays', 'draw', 'prize', 'GUARANTEED', 'land', 'line', 'Claim', 'C52', 'Valid']",11,"['are', 'trying', 'contact', 'shows', 'have', 'won', 'Call']",7,[],0,[],0,,18
367,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,0,0,28,"['the', 'a', 'to']",3,0,0,0,0,0,0,0,1,2,0,0,"['latest', 'ur', 'mobile', 'wk']",4,[],0,"['sports', 'fans', 'sports', 'news', 'str', 'FREE', 'PLUS', 'FREE', 'TONE', 'Txt', 'SPORT', 'ON', 'www.getzed.co.uk', 'norm']",14,"['get', '*']",2,[],0,[],0,,23
368,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,0,29,"['have', 'to', 'to', 'a', 'now', 'to', 'on']",7,0,0,0,0,0,0,0,1,1,0,0,"['Urgent', 'FREE']",2,[],0,"['Urgent', 'flights', 'Europe', 'B4', 'Sept', 'friend', 'FREE']",7,"['have', 'give', 'call', 'take', 'Call', 'claim', 'BA128NNFWFLY150ppm']",7,[],0,[],0,,24
369,spam,FROM 88066 LOST £12 HELP,0,0,5,[],0,0,0,0,0,0,0,0,0,1,0,0,[],0,[],0,"['LOST', '£12', 'HELP']",3,[],0,[],0,[],0,,7
370,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,1,29,"['a', 'now', 'the', 'just', 'to', 'to', 'now']",7,0,0,0,0,0,0,0,2,0,0,0,"['fastest', 'mobile', 'txt']",3,[],0,"['FreeMsg', 'Fancy', 'flirt', 'Reply', 'DATE', 'UKs', 'service', 'Msgs', 'rcvd', 'stop', 'DATE']",11,"['join', 'growing', 'dating', 'optout', 'Reply']",5,[],0,[],0,,7
371,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,2,0,29,"['on', 'on', 'or']",3,0,0,0,0,0,0,0,1,1,0,0,"['best', 'latest', 'FREE', 'free']",4,[],0,"['Great', 'NEW', 'Offer', 'DOUBLE', 'Mins', 'DOUBLE', 'Txt', 'Orange', 'tariffs', 'camera', 'MobileUpd8', 'NOW', 'T', 'Cs']",14,"['get', 'phones', 'Call']",3,[],0,[],0,,14
372,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,0,0,16,"['you', 'your', 'to', 'to', 'by']",5,0,0,0,0,0,0,0,0,1,0,0,"['new', 'text']",2,[],0,"['Hope', 'content', 'stop', 'help:08712400602450p', 'tones2you.co.uk']",5,"['enjoyed', 'unsubscribe', 'Provided']",3,[],0,[],0,,20
373,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,0,25,"['to', 'will', 'be', 'of', 'all', 'the', 'and', 'to']",8,0,0,0,0,0,0,0,3,1,0,0,['latest'],1,[],0,"['days', 'Euro2004', 'kickoff', 'U', 'news', 'results', 'Unsubscribe', 'GET', 'EURO', 'STOP']",10,"['be', 'kept', 'informed', 'send']",4,[],0,[],0,,11
374,spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,0,0,24,"['from', 'or', 'a']",3,0,0,0,0,0,0,0,1,3,0,0,['Urgent'],1,[],0,"['Please', 'landline', 'cash', 'luxury', '*', 'Canary', 'Islands', 'Holiday', 'collection', 'T', 'Cs', 'SAE', 'award', '“']",14,"['call', '£5000']",2,[],0,[],0,,25
375,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,0,27,"['from', 'your', 'your', 'or']",4,0,0,0,0,0,0,0,0,2,0,0,"['complimentary', '*']",2,[],0,"['Urgent', 'Please', 'landline', 'Lux', 'Costa', 'Del', 'Sol', 'holiday', 'CASH', 'await', 'collection', 'SAE', 'T', 'Cs', 'James', 'EH74RR']",16,"['call', '£1000']",2,[],0,[],0,,23
376,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,0,28,"['do', 'and', 'do', 'me', 'to', 'now', 'and', 'each', 'other', 'or', 'over']",11,0,0,0,0,0,0,0,2,0,0,0,"['u', 'u', 'other']",3,[],0,"['CHAT', 'rcvd', 'HG/Suite342/2Lands/Row/W1J6HL', 'LDN', 'years']",5,"['do', 'know', 'do', 'know', 'Send', 'let', 'find']",7,[],0,[],0,,16
377,spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,0,27,"['for', 'now', 'to', 'your', 'to']",5,0,0,0,0,0,0,0,0,1,0,0,"['local', 'discreet', 'real']",3,[],0,"['Married', 'women', 'action', 'matches', 'phone', 'Text', 'MATCH', 'Msg', 'cost', 'stop', 'txt', 'stop', 'BCMSFWC1N3XX']",13,['looking'],1,[],0,[],0,,12
378,spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,0,1,29,"['at', 'a', 'before', 'and', 'or', 'with', 'and', 'out', 'a']",9,0,0,0,0,0,0,0,0,1,0,0,['top'],1,[],0,"['Burger', 'King', 'Wan', 'footy', 'stadium', 'Burger', 'King', 'Sept', 'Large', 'Super', 'Coca-Cola', 'winner']",12,"['play', 'Get', 'go', 'walk']",4,[],0,[],0,,2
379,spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,0,1,27,"['it', 'so', 'for', 'a', 'who', 'is', 'of', 'the', 'to', 'a', 'who', 'to', 'out', 'all']",14,0,0,0,0,0,0,0,0,0,0,0,['little'],1,[],0,"['time', 'child', 'dark', 'teenager', 'night']",5,"['come', 'takes', 'is', 'afraid', 'become', 'wants', 'stay']",7,"['who', 'who']",2,"['who', 'who']",2,,0
380,spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",0,0,19,"['to', 'a', 'to']",3,0,0,0,0,0,0,0,1,0,1,0,"['ur', '£250']",2,[],0,"['chance', 'cash', 'wk', 'TXT', 'ACTION', 'T', 'C', 'www.movietrivia.tv', 'custcare']",9,['win'],1,[],0,[],0,,23
381,spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,0,0,21,"['ve', 'to']",2,0,0,0,0,0,0,0,1,0,2,0,[],0,[],0,"['U', '’', 'Bin', 'Awarded', '£50', 'Instant', 'Cash', 'Claim', 'EVERY', 'Player', 'Wins', 'Min', '£50-£500']",13,"['Play', 'Call']",2,[],0,[],0,,31
382,spam,FreeMsg>FAV XMAS TONES!Reply REAL,1,0,4,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['FreeMsg', '>', 'FAV', 'XMAS', 'TONES', 'Reply', 'REAL']",7,[],0,[],0,[],0,,0
383,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,2,1,27,"['only', 'your', 'are', 'to', 'to', 'the', 'for', 'on']",8,0,0,0,0,0,0,0,2,0,0,0,"['mobile', 'latest', 'Free']",3,[],0,"['December', 'colour', 'camera', 'mobile', 'Mobile', 'Update', 'Co', 'FREE']",8,"['Had', 'are', 'entitled', 'update', 'Call']",5,[],0,[],0,,13
384,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",0,0,25,"['with', 'to']",2,0,0,0,0,0,0,0,1,1,0,0,[],0,[],0,"['Gr8', 'Poly', 'ALL', 'mobs', 'rply', 'POLY', 'TITLE', 'eg', 'POLY', 'BREATHE1', 'Titles', 'CRAZYIN', 'SLEEPINGWITH', 'FINEST', 'YMCA', 'getzed.co.uk', 'POBox365O4W45WQ']",17,"['tones', 'direct']",2,[],0,[],0,,17
385,spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,0,0,22,"['not', 'too', 'to', 'for', 'to', 'your', 'before']",7,0,0,0,0,0,0,0,1,0,0,0,['late'],1,[],0,"['INTERFLORA', '\x93It', 'order', 'Interflora', 'flowers', 'christmas', 'call', 'order', 'Midnight', 'tomorrow']",10,['place'],1,[],0,[],0,,10
386,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,0,0,26,"['should', 'be', 'to', 'your', 'you', 'are', 'so', 'and', 'are', 'in', 'a', 'of']",12,0,0,0,0,0,0,0,0,0,0,0,"['warm', 'real']",2,[],0,"['ROMCAPspam', 'Everyone', 'presence', 'breath', 'sunshine']",5,"['be', 'responding', 'are', 'outgoing', 'are', 'bringing']",6,[],0,[],0,,0
387,spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,0,27,"['to', 'a', 'have', 'the', 'is', 'just']",6,0,0,0,0,0,0,0,2,1,0,0,"['good', 'easy']",2,[],0,"['Congratulations', 'Thanks', 'friend', 'U', 'WON', '£2,000', 'Xmas', 'prize', 'claim', 'NOW', 'minute', 'BT-national-rate']",12,"['have', 'is', 'call']",3,[],0,[],0,,18
388,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,0,32,"['a', 'by', 'a', 'to', 'no']",5,0,0,0,0,0,0,0,0,3,0,0,['ur'],1,[],0,"['logo', 'names', 'heart', 'Txt', 'LOVE', 'NAME1', 'NAME2', 'MOBNO', 'LOVE', 'ADAM', 'EVE', 'Yahoo', 'POBox36504W45WQ', 'TxtNO', 'ads']",15,"['Send', 'joined']",2,[],0,[],0,,31
389,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",0,0,18,"['won', 'to', 'the', 'or', 'to']",5,0,0,0,0,0,0,0,0,2,1,0,[],0,[],0,"['tkts', 'EURO2004', 'CUP', 'FINAL', 'CASH', 'CALL', 'b4190604', 'POBOX']",8,"[""'ve"", 'won', '£800', 'collect']",4,[],0,[],0,,32
390,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",4,0,27,"['the', 'now', 'for', 'to', 'for', 'just']",6,0,0,0,0,0,0,0,0,3,0,0,"['crazy', 'poly', 'real', 'crazy', 'GBP/week']",5,[],0,"['Free-message', 'Jamster', 'frog', 'sound', 'text', 'MAD1', 'text', 'MAD2', 'sounds', 'T', 'C', 'apply']",12,['Get'],1,[],0,[],0,,11
391,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",0,0,32,"['now', 'is', 'a']",3,0,0,0,0,0,0,0,1,1,0,0,['national'],1,[],0,"['CHANCE', 'TO', 'BE', 'ON', 'A', 'REALITY', 'FANTASY', 'SHOW', 'call', 'Just', 'min', 'NTT', 'Ltd', 'PO', 'Box', 'Croydon', 'CR9', '=', 'rate', 'call']",20,"['=', 'is']",2,[],0,[],0,,23
392,spam,Adult 18 Content Your video will be with you shortly,0,0,10,"['will', 'be', 'with', 'you']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Content', 'Your', 'video']",3,['be'],1,[],0,[],0,,2
393,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",0,0,32,"['now', 'is', 'a']",3,0,0,0,0,0,0,0,1,1,0,0,['national'],1,[],0,"['CHANCE', 'TO', 'BE', 'ON', 'A', 'REALITY', 'FANTASY', 'SHOW', 'call', 'Just', 'min', 'NTT', 'Ltd', 'PO', 'Box', 'Croydon', 'CR9', '=', 'rate', 'call']",20,"['=', 'is']",2,[],0,[],0,,23
394,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",0,1,29,"['to', 'and', 'then', 'just']",4,0,0,0,0,0,0,0,1,2,0,0,"['hot', 'direct', 'ur', 'free']",4,[],0,"['Hey', 'Boys', 'Want', 'XXX', 'pics', 'phone', 'Txt', 'PORN', 'day', 'text', 'STOPBCM', 'SF', 'WC1N3XX']",13,"['sent', 'stop']",2,[],0,[],0,,12
395,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",4,0,26,"['of', 'to', 'now']",3,0,0,0,0,0,0,0,2,1,2,0,"['Last', 'ur', 'mobile']",3,[],0,"['Chance', 'Claim', '£150', 'worth', 'discount', 'vouchers', 'today', 'Text', 'SHOP', 'SavaMob', 'T', 'Cs', 'SavaMob', 'POBOX84', 'M263UZ', '£3.00', 'Sub']",17,['offers'],1,[],0,[],0,,18
396,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",2,0,24,"['and', 'on', 'on', 'or']",4,0,0,0,0,0,0,0,1,0,0,0,['Double'],1,[],0,"['mins', 'txts', 'Orange', 'tariffs', 'Latest', 'Motorola', 'SonyEricsson', 'Nokia', 'Bluetooth', 'FREE', 'Call', 'MobileUpd8', 'call2optout/', 'YHL']",14,[],0,[],0,[],0,,17
397,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,0,24,"['is', 'to', 'now', 'to', 'only']",5,0,0,0,0,0,0,0,1,1,0,0,['ur'],1,[],0,"['Ur', 'cash-balance', 'pounds', 'cash-in', 'CASH', 'CC', 'PO', 'BOX', 'TCR/W1']",9,"['is', 'maximize', 'send']",3,[],0,[],0,,28
398,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,0,22,"['has', 'been', 'with', 'a', 'from', 'only']",6,0,0,0,0,0,0,0,0,1,0,0,['Mobile'],1,[],0,"['URGENT', 'number', '£2000', 'prize', 'GUARANTEED', 'land', 'line', 'Claim']",8,"['has', 'been', 'awarded', 'Call', 'Valid']",5,[],0,[],0,,21
399,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,0,28,"['can', 'not', 'has', 'a', 'of', 'after', 'more']",7,0,0,0,0,0,0,0,1,1,0,0,"['min', '>', 'pls', 'more']",4,[],0,"['Sorry', 'U', 'MOB', 'offer', 'package', 'term', 'weeks', 'resubmit', 'request', 'expiry', 'Reply', 'THEMOB', 'HELP', 'info']",14,"['unsubscribe', 'has']",2,[],0,[],0,,3
400,spam,You have 1 new message. Please call 08712400200.,0,0,8,['have'],1,0,0,0,0,0,0,0,0,1,0,0,"['new', 'call']",2,[],0,"['message', 'Please']",2,['have'],1,[],0,[],0,,12
401,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,0,0,15,"['have', 'a', 'your', 'your', 'just']",5,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['message', 'collection', 'message']",3,"['have', 'awaiting', 'collect', 'call']",4,[],0,[],0,,11
402,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",2,0,20,"['was', 'a', 'on']",3,0,0,0,0,0,0,0,0,1,1,0,"['£1,500', 'final']",2,[],0,"['URGENT', 'mobile', 'Bonus', 'Caller', 'Prize', 'attempt', 'contact', 'U', 'Call']",9,"['was', 'awarded']",2,[],0,[],0,,21
403,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,0,27,"['have', 'a', 'who', 'out']",4,0,0,0,0,0,0,0,0,1,0,0,"['secret', 'special']",2,[],0,"['U', 'admirer', 'REVEAL', 'U', 'R', 'So', 'Reply', 'REVEAL', 'STOP', 'msg', 'recd', 'Cust', 'care']",13,"['have', 'thinks', 'Call', 'opt']",4,['who'],1,['who'],1,,25
404,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0,1,25,"['you', 'that', 'when', 'you', 'than', 'you', 'is', 'an', 'and', 'than', 'you', 'is', 'a']",13,0,0,0,0,0,0,0,0,0,0,0,['slower'],1,[],0,"['anyone', 'idiot', 'everyone', 'driving', 'maniac']",5,"['Do', 'notice', ""'re"", 'driving', 'going', 'is', 'is']",7,[],0,[],0,,0
405,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",2,0,25,"['or', 'on', 'on', 'or']",4,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Xmas', 'Offer', 'Latest', 'Motorola', 'SonyEricsson', 'Nokia', 'FREE', 'Bluetooth', 'DVD', 'Double', 'Mins', 'Txt', 'Orange', 'Call', 'MobileUpd8']",15,['call2optout/4QF2'],1,[],0,[],0,,19
406,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,1,19,"['to', 'does', 'to', 'to']",4,0,0,0,0,0,0,0,1,0,1,0,"['£100', 'weekly', 'professional']",3,[],0,"['Reply', 'sport', 'Tiger', 'Woods', 'play', 'Send', 'STOP', 'service']",8,"['win', 'does', 'end']",3,['What'],1,['What'],1,,8
407,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,2,0,31,"['to', 'so', 'now', 'and']",4,0,0,0,0,0,0,0,0,1,0,0,"['ur', 'ur']",2,[],0,"['POLYPHONIC', 'tone', 'mob', 'week', 'Just', 'txt', 'PT2', 'Tone', 'FREE', 'txtin', 'friends', 'reply', 'HL']",13,"['get', 'tell']",2,[],0,[],0,,15
408,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,0,24,"['is', 'a', 'it', 'a', 'we', 'who', 'to', 'then', 'be', 'but', 'then']",11,0,0,0,0,0,0,0,0,0,0,0,"['much', 'magical']",2,[],0,"['Love', 'decision', 'feeling', 'life', 'simpler']",5,"['is', ""'s"", 'decide', 'love', 'be']",5,['who'],1,['who'],1,,0
409,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,0,24,"['now', 'is', 'a']",3,0,0,0,0,0,0,0,2,0,0,0,['national'],1,[],0,"['HOT', 'LIVE', 'FANTASIES', 'call', 'min', 'NTT', 'Ltd', 'PO', 'Box', 'Croydon', 'CR9', 'rate', 'call']",13,['is'],1,[],0,[],0,,23
